Date,BRK-B,CL=F,DX-Y.NYB,GC=F,^GSPC,^TNX
2015-01-02,149.1699981689453,52.689998626708984,91.08000183105469,1186.0,2058.199951171875,2.122999906539917
2015-01-05,147.0,50.040000915527344,91.37999725341797,1203.9000244140625,2020.5799560546875,2.0390000343322754
2015-01-06,146.83999633789062,47.93000030517578,91.5,1219.300048828125,2002.6099853515625,1.9630000591278076
2015-01-07,148.8800048828125,48.650001525878906,91.88999938964844,1210.5999755859375,2025.9000244140625,1.9539999961853027
2015-01-08,151.3699951171875,48.790000915527344,92.37000274658203,1208.4000244140625,2062.139892578125,2.0160000324249268
2015-01-09,149.47000122070312,48.36000061035156,91.94000244140625,1216.0,2044.81005859375,1.9709999561309814
2015-01-12,148.27999877929688,46.06999969482422,91.9800033569336,1232.699951171875,2028.260009765625,1.9119999408721924
2015-01-13,148.6300048828125,45.88999938964844,92.30999755859375,1234.300048828125,2023.030029296875,1.8899999856948853
2015-01-14,147.82000732421875,48.47999954223633,92.16000366210938,1234.4000244140625,2011.27001953125,1.8370000123977661
2015-01-15,147.5800018310547,46.25,92.3499984741211,1264.699951171875,1992.6700439453125,1.774999976158142
2015-01-16,149.2100067138672,48.689998626708984,92.5199966430664,1276.9000244140625,2019.4200439453125,1.815000057220459
2015-01-20,148.6300048828125,46.38999938964844,93.05000305175781,1294.199951171875,2022.550048828125,1.8070000410079956
2015-01-21,147.17999267578125,47.779998779296875,92.9000015258789,1293.699951171875,2032.1199951171875,1.8530000448226929
2015-01-22,150.14999389648438,46.310001373291016,94.23999786376953,1300.699951171875,2063.14990234375,1.8960000276565552
2015-01-23,149.1199951171875,45.59000015258789,95.0,1292.5999755859375,2051.820068359375,1.8170000314712524
2015-01-26,149.6999969482422,45.150001525878906,94.80000305175781,1279.4000244140625,2057.090087890625,1.8279999494552612
2015-01-27,147.64999389648438,46.22999954223633,94.0199966430664,1291.699951171875,2029.550048828125,1.8250000476837158
2015-01-28,144.77999877929688,44.45000076293945,94.47000122070312,1285.9000244140625,2002.1600341796875,1.7239999771118164
2015-01-29,146.2899932861328,44.529998779296875,94.77999877929688,1254.5999755859375,2021.25,1.7510000467300415
2015-01-30,143.91000366210938,48.2400016784668,94.80000305175781,1278.5,1994.989990234375,1.6749999523162842
2015-02-02,146.72999572753906,49.56999969482422,94.5,1276.199951171875,2020.8499755859375,1.6729999780654907
2015-02-03,148.2899932861328,53.04999923706055,93.5999984741211,1259.699951171875,2050.030029296875,1.7799999713897705
2015-02-04,147.52999877929688,48.45000076293945,93.98999786376953,1263.800048828125,2041.510009765625,1.7970000505447388
2015-02-05,149.6699981689453,50.47999954223633,94.69999694824219,1262.0,2062.52001953125,1.815000057220459
2015-02-06,150.17999267578125,51.689998626708984,94.69999694824219,1233.9000244140625,2055.469970703125,1.937999963760376
2015-02-09,149.1300048828125,52.86000061035156,94.44999694824219,1240.800048828125,2046.739990234375,1.9479999542236328
2015-02-10,149.9199981689453,50.02000045776367,94.76000213623047,1231.5999755859375,2068.590087890625,1.9910000562667847
2015-02-11,149.67999267578125,48.84000015258789,94.98999786376953,1219.0,2068.530029296875,1.9880000352859497
2015-02-12,149.7899932861328,51.209999084472656,94.08999633789062,1220.0999755859375,2088.47998046875,1.9859999418258667
2015-02-13,148.33999633789062,52.779998779296875,94.19999694824219,1226.5,2096.989990234375,2.0209999084472656
2015-02-17,149.1699981689453,53.529998779296875,94.05999755859375,1208.0999755859375,2100.340087890625,2.1449999809265137
2015-02-18,148.6699981689453,52.13999938964844,94.19999694824219,1199.699951171875,2099.679931640625,2.065999984741211
2015-02-19,147.47999572753906,51.15999984741211,94.4000015258789,1207.0999755859375,2097.449951171875,2.11299991607666
2015-02-20,148.72000122070312,50.34000015258789,94.25,1204.4000244140625,2110.300048828125,2.132999897003174
2015-02-23,147.3699951171875,49.45000076293945,94.56999969482422,1200.300048828125,2109.659912109375,2.059000015258789
2015-02-24,148.9499969482422,49.279998779296875,94.48999786376953,1196.9000244140625,2115.47998046875,1.9880000352859497
2015-02-25,148.77999877929688,50.9900016784668,94.20999908447266,1201.0,2113.860107421875,1.968999981880188
2015-02-26,148.33999633789062,48.16999816894531,95.29000091552734,1209.5999755859375,2110.739990234375,2.0160000324249268
2015-02-27,147.41000366210938,49.7599983215332,95.25,1212.5999755859375,2104.5,2.002000093460083
2015-03-02,147.0800018310547,49.59000015258789,95.45999908447266,1207.699951171875,2117.389892578125,2.0840001106262207
2015-03-03,145.92999267578125,50.52000045776367,95.37999725341797,1204.0,2107.780029296875,2.121999979019165
2015-03-04,144.9199981689453,51.529998779296875,95.97000122070312,1200.5999755859375,2098.530029296875,2.122999906539917
2015-03-05,146.05999755859375,50.7599983215332,96.37999725341797,1195.9000244140625,2101.0400390625,2.111999988555908
2015-03-06,145.27999877929688,49.61000061035156,97.62000274658203,1164.0999755859375,2071.260009765625,2.240000009536743
2015-03-09,146.1300048828125,50.0,97.58999633789062,1166.4000244140625,2079.429931640625,2.194999933242798
2015-03-10,143.19000244140625,48.290000915527344,98.62000274658203,1160.0999755859375,2044.1600341796875,2.125999927520752
2015-03-11,143.44000244140625,48.16999816894531,99.80000305175781,1150.699951171875,2040.239990234375,2.1089999675750732
2015-03-12,145.6699981689453,47.04999923706055,99.1500015258789,1152.0999755859375,2065.949951171875,2.0959999561309814
2015-03-13,143.97000122070312,44.84000015258789,100.33000183105469,1152.5999755859375,2053.39990234375,2.111999988555908
2015-03-16,145.97999572753906,43.880001068115234,99.5999984741211,1153.300048828125,2081.18994140625,2.0980000495910645
2015-03-17,144.75,43.459999084472656,99.58999633789062,1148.300048828125,2074.280029296875,2.058000087738037
2015-03-18,146.0,44.65999984741211,98.55000305175781,1151.4000244140625,2099.5,1.9509999752044678
2015-03-19,144.8800048828125,43.959999084472656,99.0999984741211,1169.0999755859375,2089.27001953125,1.9769999980926514
2015-03-20,145.52999877929688,45.720001220703125,97.91000366210938,1184.800048828125,2108.10009765625,1.9299999475479126
2015-03-23,145.55999755859375,47.45000076293945,97.02999877929688,1188.0,2104.419921875,1.9149999618530273
2015-03-24,144.2899932861328,47.5099983215332,97.19000244140625,1191.699951171875,2091.5,1.878000020980835
2015-03-25,143.55999755859375,49.209999084472656,96.9800033569336,1197.300048828125,2061.050048828125,1.9199999570846558
2015-03-26,143.02999877929688,51.43000030517578,97.44000244140625,1205.0999755859375,2056.14990234375,2.006999969482422
